name,cpf,age,birthday,address,state,country
Sra. Larissa Silveira,463.592.017-80,52,1996-11-21,"Alameda Freitas
Boa União 2ª Seção
25788-110 Macedo / DF",Espírito Santo,Somália
Lucca Castro,845.027.139-88,50,1986-05-02,"Passarela de Barros, 1
Vila Madre Gertrudes 1ª Seção
53146-367 Aparecida / PR",Mato Grosso do Sul,Ashmore and Cartier Islands
Brenda Novais,038.561.492-60,47,1965-08-31,"Jardim Cauê Duarte
Prado
11080622 Cavalcante / MA",Rio de Janeiro,Espanha
Clara Aparecida,376.159.248-55,20,2000-12-04,"Passarela Farias, 564
Vila Havaí
81046-712 Sales das Pedras / AL",Mato Grosso do Sul,Líbia
Bella Monteiro,735.108.946-93,57,1980-05-19,"Morro de Freitas, 2
Frei Leopoldo
23221-755 Cassiano / SC",Minas Gerais,Camboja
Dr. Lorenzo Moura,369.810.245-51,32,1966-03-30,"Lago Fernando Teixeira
Belvedere
13222053 das Neves da Prata / PA",Pará,Catar
João Pedro Cavalcante,497.125.386-64,50,1989-06-16,"Jardim Anthony Oliveira
Novo Glória
60787590 Câmara do Norte / SP",Tocantins,Sudão
Cecília da Paz,832.546.190-05,20,1970-01-05,"Viela Maya Ribeiro, 6
Granja Werneck
24901806 Pereira Verde / CE",Maranhão,Mayotte
Dr. Diego da Conceição,782.159.460-11,50,1997-06-24,"Aeroporto Mendes
Caiçara - Adelaide
91877558 Carvalho de Duarte / AP",Rio de Janeiro,Ilhas Virgens Britânicas
Apollo Rezende,240.573.618-71,23,1969-08-18,"Conjunto Rael Azevedo, 5
Suzana
44045243 Cunha do Oeste / AL",Pernambuco,Jan Mayen
Lucas da Conceição,847.615.903-00,32,1988-12-17,"Jardim de Moraes, 12
Vila Boa Vista
93860687 da Mata Grande / GO",Distrito Federal,Costa do Marfim
Sr. Isaque Montenegro,201.839.465-70,59,2003-12-11,"Aeroporto Vargas, 62
Conjunto Califórnia Ii
42551-634 Pacheco do Galho / SP",Mato Grosso,Kuwait
Sophia da Luz,349.210.578-50,49,1996-10-02,"Rua Alana Silveira, 798
Conjunto Califórnia Ii
11046-234 Freitas de Goiás / RN",Paraná,Bahamas
Leandro Montenegro,175.948.062-20,22,2000-12-07,"Avenida de Pereira, 9
Vista Do Sol
78309263 Lima Verde / SE",Rondônia,Suécia
Bruna Azevedo,936.217.548-73,18,1964-09-29,"Trecho da Cruz, 943
Carlos Prates
26154780 Sá Grande / PA",Minas Gerais,Geórgia
Elisa Pastor,469.813.072-78,38,1970-04-15,"Esplanada Melo, 73
Estrela
71780798 Campos Paulista / MS",Amazonas,Cabo Verde
Pedro das Neves,386.109.245-05,46,1991-08-15,"Rodovia de da Paz, 79
Vila Da Amizade
32598005 Ferreira / PA",Amazonas,Niue
Isabel Borges,158.246.309-33,58,1971-09-10,"Feira Ribeiro, 9
Trevo
82892-744 Vieira de Fonseca / SE",Acre,Micronésia
Ryan Garcia,732.548.190-04,39,1973-05-31,"Vila Maria Julia Novaes, 3
Barreiro
06818-052 Correia / RO",Paraíba,Costa do Marfim
Maitê Siqueira,105.379.486-00,41,1980-06-02,"Via de Cavalcante, 3
Bela Vitoria
22675-783 Novais / RS",Mato Grosso,Trindade e Tobago
Francisco Camargo,647.103.852-62,56,2006-02-09,"Quadra Moura, 28
Aguas Claras
55666667 Sampaio do Oeste / RO",Roraima,República Centro-Africana
Clara Novais,581.249.607-20,46,1966-05-22,"Ladeira Fernando Andrade, 21
Cinquentenário
32909-941 das Neves do Sul / SC",Espírito Santo,Belize
Asafe Machado,856.439.170-84,53,2003-12-19,"Viela de Nascimento, 43
Vila Trinta E Um De Março
78856-660 Pimenta / DF",Espírito Santo,Filipinas
Isabel da Cunha,039.465.781-01,21,1970-06-19,"Viela Igor Garcia, 50
Dom Cabral
59048359 Martins de Minas / MA",Acre,Macau
Rebeca Ferreira,610.329.578-59,28,1979-06-29,"Alameda Viana, 74
Santa Branca
03250-631 Novaes dos Dourados / CE",Goiás,Singapura
Sofia Monteiro,263.458.071-17,44,1984-05-02,"Área Erick Carvalho, 239
Minas Caixa
63729279 Barbosa da Serra / RJ",Rio Grande do Norte,Portugal
Heloisa Marques,049.258.317-04,28,1967-12-26,"Vila Antonella da Mata, 41
Califórnia
53406562 Albuquerque Alegre / PE",Rio de Janeiro,Barein
Maria Helena Dias,147.563.890-66,47,1977-06-08,"Loteamento Dom Porto, 93
Santo Agostinho
74329-987 Jesus das Pedras / BA",Rondônia,Honduras
Léo Gonçalves,471.329.086-69,32,2001-11-10,"Estrada Silveira, 755
Confisco
76811638 Caldeira de Mendonça / SP",Goiás,Bulgária
Joana Leão,180.953.724-04,22,1982-09-16,"Área Nunes, 5
Vila Santa Rosa
19092-180 Duarte de Vasconcelos / MA",Roraima,Marianas do Norte
Bianca Moura,041.369.728-22,20,1970-11-02,"Lagoa Souza
Mineirão
19111-149 Lopes / RJ",Maranhão,Guiné Equatorial
Nicole da Rosa,029.358.671-30,59,1967-11-21,"Trecho Sabrina Pinto, 68
Tiradentes
82883547 Dias do Sul / SP",Rondônia,Benim
Dom Nascimento,821.976.354-09,44,1993-12-28,"Lagoa de Macedo, 70
Acaiaca
11242-211 Costela / MG",Pará,Samoa
Luiz Otávio Abreu,925.047.863-10,43,1965-09-22,"Lago Siqueira, 859
Novo Aarão Reis
28997-566 Vargas / AP",Rio Grande do Norte,Micronésia
Sr. Valentim Machado,467.512.908-02,38,1965-02-14,"Setor de Montenegro, 5
Guaratã
80593-891 Costela / RS",Bahia,Indonésia
Dr. Davi Miguel da Conceição,986.510.743-01,22,1998-03-13,"Jardim Camargo, 31
Lourdes
03230-333 Moraes Verde / PE",São Paulo,Marianas do Norte
Otto da Paz,849.036.217-31,46,1979-11-14,"Passarela Santos, 73
Vila Independencia 1ª Seção
09698-337 Gomes de Garcia / RN",Amazonas,São Marinho
Daniela da Mata,316.529.408-98,22,1981-05-29,"Largo Bernardo Pereira, 140
Vila Jardim São José
48113-105 Sousa / RN",Distrito Federal,Malávi
Pedro Lucas Lima,546.392.708-10,27,1989-08-10,"Feira Matteo Cirino, 4
Vila Boa Vista
50697321 Rezende dos Dourados / RR",Rio Grande do Norte,Guam
Lucas Fonseca,105.963.827-40,31,1987-05-17,"Condomínio de Alves, 45
Cabana Do Pai Tomás
26599134 Fernandes Verde / BA",Alagoas,Israel
Caleb Santos,536.270.984-47,18,1972-07-13,"Chácara Nina da Cunha, 8
Nova Suíça
97176733 das Neves de Minas / AP",Amapá,Suriname
Ian da Rocha,160.359.487-66,28,1972-08-18,"Setor Marques, 12
Lagoinha
21236734 Cirino do Sul / AL",Mato Grosso do Sul,Catar
Isabela Brito,167.249.508-30,48,2000-10-22,"Lagoa Luara Ramos, 18
Flavio Marques Lisboa
76520-441 Sá / GO",Ceará,Jersey
Isadora Mendes,347.908.612-87,26,1998-11-03,"Distrito Erick Fogaça, 6
Vila Esplanada
76036-157 Vieira de Moura / PI",Piauí,Dinamarca
Maitê Freitas,450.836.291-51,59,1981-04-12,"Trecho Aparecida, 94
Vila Nossa Senhora Do Rosário
19960-446 Dias / GO",Rio de Janeiro,Áustria
Yasmin Cavalcanti,236.874.901-22,41,1999-11-04,"Estação de Costela, 6
Vila Sumaré
83036-522 da Costa da Praia / RO",Paraíba,Tanzânia
Bento Araújo,054.789.236-56,57,2004-03-30,"Travessa Camila Araújo, 85
Carlos Prates
93711969 Freitas de Gonçalves / TO",Rio Grande do Sul,Ilha do Natal
Benício Dias,012.435.687-71,60,2006-08-08,"Estrada Dias
Grajaú
11270451 Cirino do Oeste / AM",Mato Grosso,Reino Unido
Sr. Eduardo Alves,490.573.218-23,48,1991-03-21,"Praça de da Luz
Juliana
34291953 Rios do Amparo / AL",Roraima,Luxemburgo
Ayla Ramos,238.546.017-35,32,1994-02-06,"Condomínio de Silveira, 16
Pirineus
82362282 Ferreira / TO",Minas Gerais,Suíça
Eduardo da Luz,145.290.687-49,59,1990-04-11,"Via Farias
Nova Floresta
67274177 Cirino Paulista / RS",Roraima,Libéria
Juliana da Rocha,204.179.658-85,28,1985-10-15,"Feira de Mendes, 64
Santa Rita
88448-358 Moura / AC",Amapá,Guiné-Bissau
Ravi Viana,014.576.982-85,30,1987-06-23,"Praça Renan Mendonça, 42
Vila Atila De Paiva
60605-857 Pires / PI",Ceará,Argentina
Liz Cassiano,571.028.496-30,40,1966-05-08,"Alameda de Barbosa, 66
Dom Joaquim
77966144 Vargas do Galho / RN",Rio Grande do Norte,Hungria
Jade Rios,376.548.219-64,50,1971-05-30,"Fazenda de Albuquerque, 1
Gameleira
68349190 Farias de Pires / PI",Maranhão,Porto Rico
Pedro Miguel Brito,296.405.378-29,35,1980-11-05,"Lagoa Sousa, 5
Jardim América
60952-627 Oliveira de Mendes / DF",Tocantins,Nicarágua
Mirella Farias,782.035.694-47,59,1976-08-21,"Viaduto Bernardo Leão, 548
São Francisco
60501-337 da Cunha / DF",Rio de Janeiro,Geórgia do Sul e Sandwich do Sul
Dr. João Barbosa,025.946.178-49,22,1994-05-23,"Feira Valentina Pimenta, 3
Monte São José
13121-827 Cardoso / AP",Paraíba,Botsuana
José Pedro Câmara,302.857.146-35,43,1973-03-30,"Jardim Diogo Rodrigues, 4
Estrela Do Oriente
26324617 Macedo / RS",Rio Grande do Sul,Tailândia
Alana Borges,304.671.295-25,58,2001-03-21,"Parque Maysa Pimenta, 44
Barroca
54298-749 Freitas de Minas / BA",Piauí,Wallis e Futuna
Sr. Vinícius Guerra,016.957.482-20,46,1982-08-04,"Jardim Caleb da Costa, 48
Boa União 1ª Seção
03012508 Teixeira de Melo / AM",Rondônia,Letônia
Murilo Teixeira,129.476.058-02,50,1993-09-17,"Conjunto Monteiro, 73
Salgado Filho
76418-784 Ramos da Mata / SE",Alagoas,Território Britânico do Oceano Índico
Ravi Lucca Castro,417.283.906-13,48,1994-01-10,"Feira João Pedro Jesus, 8
Santa Amelia
37236-948 Barbosa / RS",Roraima,Antártica
Marina Moura,751.690.824-01,24,1976-04-02,"Setor Lavínia Gomes, 85
Nova Granada
04872749 Sales das Pedras / PB",Paraíba,Camarões
Maria Julia das Neves,165.048.927-76,23,2006-01-24,"Alameda de Pires, 385
Ernesto Nascimento
37035-263 Vieira de Cassiano / PB",Santa Catarina,Clipperton Island
Srta. Maria Isis Melo,259.387.104-05,49,1994-03-31,"Campo Aurora Ramos
Vila Suzana Segunda Seção
33989-822 Garcia / GO",Piauí,Irlanda
Thomas Ramos,567.184.092-94,18,1966-09-12,"Lagoa de Pires, 69
Conjunto Jardim Filadélfia
97932657 Sousa Alegre / MA",Goiás,Micronésia
Isaac Jesus,375.980.126-95,36,1968-10-30,"Chácara Maria Vitória Rodrigues, 316
Vila São Rafael
85241-312 da Paz de Farias / RJ",Mato Grosso,Tonga
Vitor Gabriel Cassiano,534.721.986-64,60,1972-10-10,"Lago Monteiro, 55
Conjunto Lagoa
73372109 Rezende / PR",Roraima,Quênia
Lívia Nascimento,217.938.046-13,24,1974-12-12,"Lagoa de Fogaça
Miramar
39550-383 da Costa do Amparo / MT",Amapá,Palau
Otto Pimenta,143.265.970-70,55,1974-05-17,"Largo Machado, 375
Frei Leopoldo
59496-878 Casa Grande dos Dourados / TO",Bahia,Paraguai
Aurora da Costa,367.592.481-55,37,1965-07-08,"Ladeira de da Luz, 43
Inconfidência
36553910 Cirino / ES",Amazonas,Laos
Antony Ferreira,038.741.629-31,42,1973-08-09,"Favela Rebeca Dias, 3
Betânia
71720954 Leão do Campo / RR",Minas Gerais,Catar
Dr. Anthony Gabriel Andrade,164.295.703-80,19,1996-03-22,"Viaduto Isis da Conceição, 9
João Paulo Ii
85961-486 Andrade da Mata / RJ",Espírito Santo,Síria
Maria Flor da Mata,758.061.342-53,29,1992-11-30,"Jardim Apollo Cavalcanti
Solar Do Barreiro
08141-235 Dias do Campo / CE",Mato Grosso do Sul,Burquina Faso
Isadora Câmara,803.596.721-59,43,1977-10-12,"Sítio Gabriel Nunes
São João Batista
45718244 Leão / PI",Bahia,Tanzânia
Valentim Sá,417.639.025-52,30,1998-04-06,"Travessa João Vitor Nascimento
Tiradentes
73220-031 Pereira de Rocha / AM",Rio de Janeiro,Ilha do Natal
Liz Camargo,825.609.341-24,57,1998-01-04,"Praia Liz Guerra, 6
São Jorge 1ª Seção
77019219 da Cruz dos Dourados / TO",Paraná,Dinamarca
Kamilly Montenegro,603.145.827-62,31,2004-03-17,"Área da Rocha, 4
Vila Ipiranga
66944-258 Borges de Lima / RR",Minas Gerais,Ilhas Salomão
Isaque Santos,352.947.810-50,30,1972-06-02,"Viela de Monteiro, 9
Marieta 1ª Seção
56809-973 Garcia do Sul / SC",Acre,Gibraltar
Dr. João Miguel Novaes,617.389.204-96,23,1969-02-03,"Quadra de Pires
Goiania
65201642 Nascimento Alegre / RN",Alagoas,Barbados
Miguel da Cunha,658.193.270-12,59,2003-08-10,"Área Cavalcanti, 31
Conjunto Providencia
31214-631 Sampaio / PA",Goiás,Roménia
Raquel Abreu,735.489.601-20,19,1992-09-16,"Jardim de Ferreira, 8
Vila Oeste
90032293 Novaes da Serra / MT",Ceará,Costa Rica
Davi Lucas Cunha,016.932.487-78,21,1988-01-31,"Viaduto de Teixeira, 19
Jonas Veiga
27675-400 Fogaça / PE",Pernambuco,União Europeia
Nicolas Viana,809.367.214-13,32,1993-09-10,"Distrito Maitê Camargo, 32
Jardim Atlântico
78734-756 Costa / PA",Maranhão,Croácia
Benicio Silva,246.915.830-33,59,1967-01-31,"Via Camargo, 544
Nova Granada
66017317 Fogaça / PR",Acre,Filipinas
Lívia da Rosa,305.986.712-77,55,1996-08-11,"Vereda Ester Peixoto, 91
Salgado Filho
50701-685 Lopes Grande / MT",Mato Grosso do Sul,Malávi
Dr. Diego Martins,719.624.530-06,58,1991-03-29,"Estação Samuel da Conceição, 147
Vila Petropolis
34346-857 Moraes / SC",Santa Catarina,Paracel Islands
Beatriz Sales,895.207.634-65,37,2005-11-10,"Trecho de Aragão, 22
Comiteco
39364-085 Cavalcante / MS",Espírito Santo,Japão
Rhavi Silveira,637.015.842-90,47,1979-01-31,"Trevo de Pires, 36
Boa Viagem
87075-098 Gomes de das Neves / DF",Tocantins,Ilhas Heard e McDonald
Lorenzo Araújo,201.873.956-59,23,1982-10-12,"Condomínio Peixoto, 298
Coração Eucarístico
47402-689 Silveira / PB",Piauí,Coreia do Norte
Laís Andrade,673.490.152-16,50,1999-04-09,"Conjunto de Carvalho, 36
Luxemburgo
76182-392 Lopes das Flores / AP",São Paulo,Togo
Dra. Allana Sá,928.037.465-65,37,1989-10-26,"Pátio de Castro, 12
Guaratã
14268231 da Costa da Mata / PA",Distrito Federal,Porto Rico
Murilo Gonçalves,305.617.289-68,44,1978-01-07,"Estação de da Rocha, 3
Vila Engenho Nogueira
68371-177 da Costa / RR",Bahia,Butão
Luiz Otávio Pimenta,562.473.081-08,53,1983-06-07,"Vereda Carvalho, 13
Oeste
12409156 Monteiro / AM",Pará,Ucrânia
Olivia Campos,239.851.706-30,52,2005-12-15,"Setor de Santos, 69
Conjunto Lagoa
04756679 Souza / PB",Minas Gerais,Egito
José Miguel Peixoto,574.920.163-52,51,1996-08-11,"Praia Peixoto, 75
João Alfredo
90088392 Pereira / PR",Mato Grosso,Bolívia
Alícia Cunha,825.946.073-47,20,1999-11-08,"Trecho de Aparecida, 64
Conjunto Providencia
27004792 Vasconcelos Alegre / PI",Tocantins,Faroé
Bella da Luz,831.579.206-77,55,1997-07-18,"Área Cassiano, 54
São Pedro
56632-697 Garcia / RR",Roraima,Polinésia Francesa
Luara Gonçalves,490.713.265-43,24,1988-06-24,"Colônia Luiz Fernando Cirino, 51
Trevo
87049-205 Correia Paulista / RN",Amapá,Samoa Americana
Isabelly Santos,573.261.049-99,46,1981-07-26,"Lagoa Alícia Freitas, 46
Vila Santa Rosa
28724-137 Brito de Sousa / GO",Amapá,Malásia
Ana Beatriz Lopes,863.794.215-64,40,1974-09-20,"Travessa Carvalho, 54
Goiania
28277-607 Porto / MT",Espírito Santo,Ilha Wake
Léo Cunha,850.769.342-38,47,1991-03-22,"Lagoa André Brito, 87
Minas Caixa
71475172 Camargo dos Dourados / DF",Paraná,Congo-Brazzaville
Otto Pimenta,123.750.968-86,31,1965-06-04,"Passarela de Sampaio, 653
Funcionários
55954286 Rezende / MA",São Paulo,Ilhas Virgens Britânicas
Dr. João Vitor da Mata,860.321.749-13,27,1999-08-19,"Vila Manuela Leão, 88
Dom Joaquim
99665132 Gonçalves das Flores / ES",Ceará,Palau
Sr. Valentim Correia,457.301.962-61,55,1967-08-15,"Sítio Duarte, 38
Vila Havaí
11003-760 Montenegro / AM",Mato Grosso,Antilhas Holandesas
Pedro Farias,643.850.721-08,33,2002-02-03,"Rua Sousa, 85
Marajó
65134-505 Gomes / RJ",Minas Gerais,Bósnia e Herzegovina
Noah Cavalcante,872.061.459-49,36,1969-12-25,"Parque José Pedro da Paz, 35
Conjunto Celso Machado
94876-338 Sá / RO",Piauí,Camboja
Mateus Leão,481.920.763-69,42,1964-10-26,"Jardim Sampaio, 24
Lagoinha
77676-667 Lima / RS",Tocantins,Dhekelia
Guilherme Rocha,091.832.467-03,55,2002-03-19,"Lago de Silveira, 9
Alta Tensão 1ª Seção
51023449 Campos / BA",Rio Grande do Sul,Maldivas
Sra. Sara Mendes,836.902.547-10,34,1991-02-06,"Vila de Cardoso, 3
Aeroporto
03484074 Sampaio / BA",Paraná,Jamaica
Diogo da Mota,485.206.397-47,36,1992-04-11,"Lagoa de Rocha
Satelite
60843-407 Cirino de Goiás / RN",Goiás,Ruanda
Yasmin da Conceição,359.218.046-06,22,1985-04-27,"Travessa de Câmara, 83
São Cristóvão
40513-530 Rezende / RS",Pernambuco,Hungria
Dr. Leonardo Alves,536.081.924-33,60,1964-10-11,"Avenida Asafe Leão, 1
Conjunto Celso Machado
26108-926 Sousa / PI",Mato Grosso do Sul,Peru
Maysa Nunes,714.052.963-99,30,1996-04-07,"Núcleo de Montenegro
Vila Real 1ª Seção
76521425 Gonçalves da Mata / AL",Minas Gerais,Tajiquistão
Anna Liz Peixoto,109.263.874-13,40,1971-08-08,"Estação Letícia Moura, 79
Renascença
99429-739 Pastor / RN",Acre,Geórgia
Sophie Jesus,467.901.258-76,40,2006-10-31,"Vereda de da Conceição, 6
Independência
94420-223 da Mata / RO",Ceará,Laos
Srta. Maria Clara Brito,206.853.471-17,50,1967-05-21,"Lagoa Jesus
Providencia
52039-219 da Conceição / RS",Sergipe,Clipperton Island
Ravi Santos,059.723.614-34,47,1983-11-07,"Largo Isaac Novais, 17
Serra Do Curral
51445-992 da Mata / MT",Minas Gerais,Síria
Carlos Eduardo Albuquerque,704.261.935-80,60,1970-01-12,"Fazenda Rebeca Camargo, 17
Itatiaia
90674013 Santos / PE",São Paulo,Cuba
Raul Alves,589.237.641-91,23,1993-03-02,"Via Cunha, 4
Vila Ecológica
43780-274 Leão / PR",Maranhão,Ilhas Turcas e Caicos
Maria Eduarda Barros,065.317.298-21,19,1993-04-19,"Loteamento Gabrielly Pires, 195
Vila Madre Gertrudes 1ª Seção
97741-453 Melo de Fogaça / SE",Pernambuco,Finlândia
Sr. Davi Lucas das Neves,581.063.297-12,42,1998-03-05,"Ladeira Eduardo Campos, 15
Custodinha
50486001 Dias de Abreu / SC",Maranhão,Domínica
Bella Farias,873.201.659-02,34,1975-07-04,"Praia Olívia Souza, 7
Vila Jardim Montanhes
54908332 Nogueira das Flores / RR",Paraná,Ilha Norfolk
Renan Teixeira,318.027.946-03,19,1988-02-11,"Rua Pimenta, 334
Indaiá
02809875 Fonseca / PA",Alagoas,Território Britânico do Oceano Índico
Lara Sales,071.624.853-08,59,1971-07-18,"Recanto Henry Gabriel Ramos, 19
Santa Isabel
42774-793 Barbosa / MA",Alagoas,Usbequistão
Raul Leão,641.753.089-20,45,1980-06-03,"Condomínio Ana Beatriz Vargas, 20
Coração Eucarístico
77609-176 da Rocha Grande / PI",Rio Grande do Norte,Paracel Islands
Ravi Lucca Ribeiro,901.658.732-21,34,1966-01-31,"Viela Ágatha Araújo, 42
Vila Primeiro De Maio
47461-699 da Cunha das Flores / MA",Paraíba,Ilhas Marshall
Luiz Gustavo Fogaça,057.394.821-60,59,1991-04-19,"Morro de da Luz, 84
Estoril
85028-754 Leão do Campo / AC",Minas Gerais,Salvador
Thomas Monteiro,462.971.035-34,58,1992-10-26,"Condomínio Macedo, 966
Sport Club
95936824 Monteiro da Praia / DF",Piauí,Jibuti
Kevin Leão,581.643.709-75,36,1972-06-23,"Chácara Maria Sophia Cassiano, 85
Cinquentenário
55281141 Aparecida / RJ",Amazonas,Macau
Joana da Rosa,316.427.095-06,42,1970-04-04,"Estação Davi Lucas Barbosa, 34
Pongelupe
36340437 Carvalho / MG",Rio Grande do Norte,Marianas do Norte
Isadora Cirino,960.238.571-59,28,1968-01-25,"Parque Carvalho, 7
Cônego Pinheiro 1ª Seção
44508-472 da Conceição Grande / AM",Rio Grande do Sul,Guernsey
Nicole Martins,836.547.290-29,42,1969-07-29,"Alameda de da Mata, 88
Granja Werneck
46047680 Ferreira / RS",Goiás,Sara Ocidental
Dr. Théo Carvalho,314.928.705-79,32,1988-08-03,"Estação Pietra da Paz, 28
Piraja
38171-083 Mendonça / PB",Rio Grande do Sul,Cuba
Bruna Aparecida,265.348.107-35,48,1978-04-03,"Feira Costa, 31
Funcionários
60281980 Teixeira / BA",Paraná,Benim
Ravi Câmara,940.785.621-67,23,1987-04-15,"Pátio de Sampaio
Eymard
89643433 Almeida / RO",Alagoas,Mauritânia
Sophie Nascimento,489.137.052-14,55,1999-06-02,"Favela de Jesus
Conjunto Capitão Eduardo
18222-219 da Mata de Azevedo / RS",São Paulo,Libéria
Sarah Abreu,785.012.463-44,31,1972-05-24,"Vila Mendonça, 34
Novo Das Industrias
48009395 Ribeiro do Amparo / SC",Espírito Santo,Liechtenstein
Pietra Jesus,850.276.193-59,40,1965-07-31,"Recanto Gonçalves
Santa Efigênia
54564232 Duarte do Campo / AP",Distrito Federal,Belize
Stephany Ribeiro,861.503.472-90,50,2004-08-18,"Recanto Juliana Correia, 8
Estrela
62193-731 Fernandes Verde / AC",Mato Grosso do Sul,França
Maria Julia Moura,589.132.467-91,24,1976-11-11,"Estrada de Fernandes, 66
Vila Primeiro De Maio
46148935 Fogaça / PR",Amapá,Uganda
Sofia Nogueira,239.061.584-89,37,1975-12-08,"Estação de Freitas, 33
Petropolis
16967-452 Rodrigues das Flores / RR",Mato Grosso do Sul,Bangladesh
Enzo Pastor,260.753.481-07,59,2001-12-13,"Distrito de da Rocha, 95
Dom Joaquim
62599484 Nunes / SE",Rio Grande do Norte,Tonga
Isabel Sampaio,026.841.537-44,21,1980-10-05,"Travessa Marina Aparecida, 52
Estoril
97054768 Rios do Campo / GO",Piauí,Timor Leste
Heloisa Fernandes,638.479.150-10,39,1979-02-11,"Estrada Vargas, 24
São Salvador
91216-310 Lopes / MA",Tocantins,Omã
Arthur Dias,197.068.524-76,19,1991-11-07,"Rodovia de Borges, 57
São Vicente
39447579 Fogaça do Amparo / MG",Rio Grande do Sul,Guiné-Bissau
Zoe Vieira,273.614.809-69,40,1992-08-25,"Chácara Correia
Mangueiras
79928772 Macedo de Vasconcelos / RJ",Maranhão,Burundi
Sra. Luísa Cardoso,520.847.693-29,25,2000-03-26,"Fazenda Yuri Castro, 58
Bacurau
22292-012 Porto / BA",Sergipe,Gabão
Antônio Novaes,018.625.497-02,43,1980-12-17,"Avenida Manuela Borges
Vila Paraíso
77371-800 Casa Grande da Prata / AP",Mato Grosso do Sul,Antártica
Catarina Pinto,908.376.251-30,48,1965-10-27,"Lago de Jesus, 9
Cidade Jardim
27936434 Costa Grande / SE",Espírito Santo,Iêmen
Alícia Sousa,891.735.046-10,58,1975-01-28,"Avenida da Rosa, 6
Vila Santa Rosa
41138-201 Novais de Freitas / AC",Pernambuco,Granada
Rebeca Peixoto,041.892.735-97,34,1997-01-22,"Condomínio Dias, 6
Coração De Jesus
51222-426 Santos / PB",Roraima,Guiné-Bissau
José Pedro Casa Grande,591.072.864-49,22,1965-06-28,"Rodovia de Vasconcelos, 12
Santana Do Cafezal
10518-514 Cardoso de Rodrigues / TO",Mato Grosso do Sul,Navassa Island
Isaac Guerra,298.453.610-05,20,1984-07-03,"Viela Câmara, 6
Palmares
81548-823 Caldeira / AL",Santa Catarina,Pitcairn
Eloah Peixoto,109.586.437-84,36,1965-11-22,"Praia Lima
Tiradentes
19657534 Campos / MA",Alagoas,Moldávia
Erick Martins,945.271.863-37,56,1968-01-19,"Vale Kevin da Mata, 51
Grota
85129-617 Moreira do Amparo / TO",Goiás,Croácia
Esther Vargas,084.125.967-49,39,1988-12-29,"Colônia Moraes, 7
Bom Jesus
61756204 Garcia / TO",Maranhão,República Dominicana
Fernanda Vieira,804.137.962-13,26,2006-06-11,"Via de Nogueira, 18
Gameleira
93819-341 Lima / TO",Rondônia,São Pedro e Miquelon
Vitor Souza,185.673.029-86,50,1978-04-20,"Passarela de Mendonça, 99
Vila Havaí
11224902 Leão / ES",Mato Grosso do Sul,Granada
Sra. Sophia Lopes,691.745.032-43,52,1980-02-26,"Favela Costela, 9
Vila Jardim Leblon
56067-826 Dias / PB",Bahia,Ilhas Caiman
Paulo da Cunha,635.820.417-35,43,1973-08-02,"Conjunto de Martins, 13
Boa União 1ª Seção
51943-684 Macedo / RR",Distrito Federal,Ilha de Man
Sr. Lucas Ramos,534.607.829-00,19,2001-12-01,"Praça Abreu
Esplanada
71878-723 Macedo Alegre / AC",Espírito Santo,Geórgia
Emanuel Fogaça,582.673.419-19,23,1975-03-14,"Lagoa Casa Grande, 172
Heliopolis
23860-598 Vargas / TO",Rio Grande do Sul,Angola
Maria Viana,630.487.195-39,52,2005-01-25,"Viaduto Brenda Alves, 747
Grota
76551248 Cunha / SC",Minas Gerais,República Centro-Africana
Calebe Cassiano,925.801.674-20,36,1988-10-29,"Residencial Isadora Sampaio, 727
Bonfim
40202243 Araújo de Lima / PR",Paraná,Coreia do Sul
Luiz Fernando Pacheco,614.307.528-07,50,1987-07-29,"Lagoa Juliana da Conceição, 79
Vila São Geraldo
40609-660 Farias do Campo / RJ",Espírito Santo,São Tomé e Príncipe
Sr. Emanuel da Rocha,581.763.402-35,32,1980-04-25,"Campo de Carvalho, 6
Conjunto Capitão Eduardo
21641195 Lopes / PR",Acre,Kuwait
Valentim Moraes,412.953.678-82,30,1991-06-02,"Travessa Amanda Cassiano, 23
Vila Coqueiral
41042-401 Leão da Prata / RN",Rondônia,Chipre
Luiz Otávio da Conceição,981.235.706-86,59,1983-02-19,"Pátio de Marques
Jaraguá
36913116 Cassiano do Campo / AP",Piauí,França
Leandro Azevedo,495.186.203-42,31,1988-03-10,"Praça Moura, 11
Esperança
17105482 Cavalcante / AP",Rio de Janeiro,Ilhas dos Cocos
Ester Mendonça,723.605.418-62,54,2006-06-13,"Sítio Macedo
Marmiteiros
63610198 Farias / PB",Roraima,Antígua e Barbuda
Sr. Pedro Araújo,539.624.780-00,37,1985-08-24,"Esplanada de Souza, 6
Mangueiras
31686-515 Rios / DF",Ceará,França
Maria Alice Leão,745.623.190-70,57,2004-03-06,"Vale Siqueira, 57
Conjunto Bonsucesso
52266-752 Azevedo da Mata / MT",São Paulo,Navassa Island
Dr. Isaac Barros,968.374.125-82,57,1996-04-13,"Loteamento Caleb Aragão
Delta
23831-383 Barbosa Verde / RS",Sergipe,Serra Leoa
Sr. João Pedro Novais,284.103.759-23,46,1994-06-10,"Ladeira de Moraes, 74
Nova Gameleira
84915-076 Nascimento / RJ",Alagoas,Dhekelia
